chr1	713697	714697
chr1	762441	763441
chr1	802609	803609
chr1	804778	805778
chr1	841834	842834
chr1	846230	847230
chr1	894166	895166
chr1	901866	902866
chr1	911102	912102
chr1	935066	936066
chr1	948339	949339
chr1	954479	955479
chr1	959681	960681
chr1	968098	969098
chr1	975692	976692
chr1	994535	995535
chr1	999154	1000154
chr1	1003649	1004649
chr1	1009179	1010179
chr1	1014567	1015567
chr1	1051112	1052112
chr1	1057159	1058159
chr1	1079071	1080071
chr1	1085171	1086171
chr1	1092455	1093455
chr1	1097673	1098673
chr1	1099835	1100835
chr1	1111282	1112282
chr1	1143051	1144051
chr1	1166970	1167970
chr1	1185922	1186922
chr1	1193714	1194714
chr1	1199947	1200947
chr1	1208768	1209768
chr1	1217154	1218154
chr1	1226888	1227888
chr1	1240638	1241638
chr1	1243299	1244299
chr1	1253311	1254311
chr1	1259595	1260595
chr1	1279874	1280874
chr1	1310275	1311275
chr1	1334390	1335390
chr1	1337163	1338163
chr1	1342186	1343186
chr1	1368277	1369277
chr1	1370593	1371593
chr1	1397567	1398567
chr1	1406580	1407580
chr1	1440010	1441010
chr1	1446953	1447953
chr1	1489914	1490914
chr1	1509782	1510782
chr1	1550259	1551259
chr1	1590134	1591134
chr1	1617413	1618413
chr1	1623741	1624741
chr1	1655393	1656393
chr1	1689855	1690855
chr1	1709887	1710887
chr1	1766703	1767703
chr1	1822010	1823010
chr1	1823628	1824628
chr1	1838543	1839543
chr1	1840292	1841292
chr1	1850424	1851424
chr1	1875082	1876082
chr1	1891123	1892123
chr1	1900288	1901288
chr1	1905293	1906293
chr1	1950264	1951264
chr1	1975964	1976964
chr1	1981234	1982234
chr1	2063668	2064668
chr1	2064338	2065338
chr1	2066577	2067577
chr1	2071190	2072190
chr1	2105418	2106418
chr1	2120620	2121620
chr1	2126020	2127020
chr1	2130400	2131400
chr1	2136227	2137227
chr1	2143571	2144571
chr1	2158773	2159773
chr1	2165597	2166597
chr1	2177215	2178215
chr1	2181726	2182726
chr1	2186879	2187879
chr1	2209191	2210191
chr1	2221780	2222780
chr1	2242596	2243596
chr1	2253279	2254279
chr1	2266034	2267034
chr1	2275229	2276229
chr1	2312847	2313847
chr1	2322605	2323605
chr1	2343616	2344616
chr1	2359591	2360591
chr1	2362347	2363347
chr1	2382891	2383891
chr1	2386914	2387914
chr1	2425357	2426357
chr1	2457234	2458234
chr1	2464510	2465510
chr1	2465941	2466941
chr1	2477997	2478997
chr1	2479134	2480134
chr1	2517475	2518475
chr1	2542328	2543328
chr1	2574232	2575232
chr1	3229359	3230359
chr1	3321412	3322412
chr1	3369409	3370409
chr1	3370498	3371498
chr1	3376298	3377298
chr1	3384528	3385528
chr1	3389857	3390857
chr1	3398528	3399528
chr1	3400041	3401041
chr1	3407492	3408492
chr1	3420382	3421382
chr1	3446624	3447624
chr1	3447497	3448497
chr1	3459224	3460224
chr1	3463682	3464682
chr1	3469664	3470664
chr1	3503620	3504620
chr1	3535220	3536220
chr1	3540914	3541914
chr1	3566186	3567186
chr1	3600285	3601285
chr1	3601536	3602536
chr1	3604634	3605634
chr1	3606669	3607669
chr1	3611862	3612862
chr1	3615229	3616229
chr1	3619635	3620635
chr1	3628098	3629098
chr1	3633651	3634651
chr1	3663508	3664508
chr1	3688704	3689704
chr1	3692211	3693211
chr1	3709849	3710849
chr1	3712628	3713628
chr1	3717674	3718674
chr1	3736136	3737136
chr1	3773768	3774768
chr1	3786116	3787116
chr1	3817475	3818475
chr1	3827042	3828042
chr1	3841204	3842204
chr1	4435547	4436547
chr1	4440274	4441274
chr1	4663213	4664213
chr1	4704741	4705741
chr1	4710260	4711260
chr1	4712307	4713307
chr1	4716000	4717000
chr1	4728515	4729515
